"id","product","tags","ingredients"
"7761","Granola - Chocolate Vanilla","[""Wheat Free"",""Sesame Free"",""Soy Free"",""Peanut Free"",""Dairy Free"",""Egg Free""]","[""cashew nut"",""cane sugar"",""red rice"",""cassava syrup"",""lontar syrup"",""sea salt"",""coconut oil"",""cacao"",""vanilla flavouring"",""rolled oats""]"
"7771","Cinnamon Pecan Keto Granola","[""Dairy Free"",""Egg Free"",""Soy Free"",""Sesame Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free""]","[""linseed"",""pepita"",""pecan"",""sunflower seed"",""shredded coconut"",""coconut oil"",""himalayan salt"",""chopped almonds"",""almond meal"",""tapioca"",""cinnamon""]"
"7772","Almond & Cardamom Keto Granola","[""Sesame Free"",""Wheat Free"",""Egg Free"",""Soy Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free""]","[""linseed"",""sunflower seed"",""pepita"",""chopped amp whole almonds"",""tapioca"",""cardamom"",""himalayan salt"",""coconut oil"",""shredded coconut"",""almond meal"",""cinnamon""]"
"7773","Organic Raw Muesli - Fruit & Nut","[""Sesame Free"",""Soy Free"",""Egg Free"",""Peanut Free"",""Dairy Free"",""Wheat Free""]","[""almond"",""pumpkin seed"",""currants"",""raisins"",""apricotscertified organic"",""rolled oats""]"
"7774","Keto Gourmet Granola - Peanut Butter","[""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Soy Free"",""Egg Free""]","[""linseed"",""pepita"",""sunflower seed"",""sesame seed"",""birch xylitol gmo free"",""chopped almonds"",""shredded coconut"",""coconut chips"",""peanut butter"",""himalayan saltorganic spray free""]"
"7802","Almond & Cardamom Keto Granola","[""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Egg Free"",""Dairy Free"",""Soy Free"",""Sesame Free"",""Wheat Free""]","[""pepita"",""linseed"",""sunflower seed"",""almond meal"",""chopped amp whole almonds"",""shredded coconut"",""coconut oil"",""cinnamon"",""cardamom"",""tapioca"",""himalayan salt""]"
"7918","99% Ginger Juice (6x237ml)","[""Wheat Free"",""Sesame Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Tree-nut Free"",""Peanut Free"",""Egg Free""]","[""acidity regulator citric acid"",""ginger zingiber officinale juice""]"
"7955","Organic Acai Superfood Drink - Original (12x1L)","[""Dairy Free"",""Peanut Free"",""Wheat Free"",""Tree-nut Free"",""Soy Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Egg Free""]","[""lt0 natural citric acid"",""organic acai berry pulp filtered water amp acai berries"",""organic evaporated cane juice"",""xanthan gum from fermentation""]"
"8034","Alfie''s Food Co. Almond, Brazil & Cashew (ABC) Butter (250g)","[""Wheat Free"",""Dairy Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Egg Free""]","[""cashew"",""almond"",""brazil nuts""]"
"8128","Cinnamon Pecan Keto Granola","[""Egg Free"",""Soy Free"",""Peanut Free"",""Wheat Free"",""Sesame Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac""]","[""pepita"",""pecan"",""sunflower seed"",""linseed"",""almond meal"",""cinnamon"",""himalayan salt"",""tapioca"",""chopped almonds"",""coconut oil"",""shredded coconut""]"
"8447","Ceres Organic Almond Butter","[""Peanut Free"",""Dairy Free"",""Soy Free"",""Egg Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free""]","[""certified organic almonds"",""sea salt""]"
"8449","Ceres Organics Paleo Organic Hot Cereal","[""Dairy Free"",""Egg Free"",""Soy Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free""]","[""sunflower seed"",""almond"",""coconut"",""lsa linseedflaxseeds"",""almond meal"",""chia"",""cinnamon certified organic""]"
"8461","Ceres Organics Quinoa, Cacao & Millet Hot Cereal","[""Egg Free"",""Dairy Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Peanut Free""]","[""natural sea salt certified organic"",""millet"",""coconut sugar"",""cinnamon"",""cacao"",""quinoa""]"
"8484","Ceres Organics Roasted Seaweed (8)","[""Sesame Free"",""Wheat Free"",""Soy Free"",""Egg Free"",""Peanut Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Tree-nut Free""]","[""seaweed"",""sunflower oil"",""natural sea salt certified organic""]"
"8716","Food to Nourish Sprouted Cashew Spread","[""Egg Free"",""Sesame Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Wheat Free"",""Dairy Free""]","[""organic sprouted cashews""]"
"8717","Food to Nourish Peanut Butter Power Spread","[""Wheat Free"",""Soy Free"",""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free""]","[""hemp seed"",""chia seeds and himalayan salt"",""roasted peanuts""]"
"8720","Food to Nourish Chocolate Hazelnut Spread","[""Soy Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Sesame Free"",""Wheat Free"",""Peanut Free""]","[""organic coconut oil and organic raw cacao powder"",""organic roasted hazelnuts"",""organic coconut palm sugar""]"
"8723","Bulk Deal: Cobs Popcorn Natural Cheddar Cheese","[""Soy Free"",""Gluten Free Coeliac/Celiac"",""Tree-nut Free"",""Peanut Free"",""Sesame Free"",""Egg Free"",""Wheat Free""]","[""natural flavour"",""lactic acid"",""betacarotene"",""garlic extract"",""cheese solids pasteurised milk"",""whey powder"",""yeast extract"",""enzyme"",""salt"",""paprika extract"",""cheddar cheese seasoning  cheddar cheese powder  milk solids"",""citric acid"",""sunflower oil"",""buttermilk powder"",""starter culture"",""popcorn""]"
"8724","Bulk Deal: Cobs Popcorn Natural Salted Caramel","[""Dairy Free"",""Egg Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Peanut Free"",""Soy Free"",""Tree-nut Free""]","[""natural flavour"",""cocoa powder"",""raw sugar"",""popcorn"",""natural colours paprika"",""turmeric"",""sunflower oil  high oleic"",""salted caramel flavour  sugar"",""salt""]"
"8751","Pure Manuka Honey (UMF 5+)","[""Soy Free"",""Peanut Free"",""Sesame Free"",""Wheat Free"",""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Tree-nut Free""]","[""new zealand manuka honey umft 5 1""]"
"8816","Pure Manuka Honey (UMF 10+)","[""Egg Free"",""Peanut Free"",""Wheat Free"",""Dairy Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Gluten Free Coeliac/Celiac""]","[""new zealand manuka honey umft 10 1""]"
"8817","Organic Raw Honey","[""Gluten Free Coeliac/Celiac"",""Tree-nut Free"",""Soy Free"",""Peanut Free"",""Egg Free"",""Wheat Free"",""Sesame Free"",""Dairy Free""]","[""certified organic honey""]"
"8818","Active Jellybush Honey (MGO 800+)","[""Tree-nut Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Dairy Free"",""Egg Free"",""Wheat Free"",""Peanut Free"",""Sesame Free""]","[""pure australian leptospermum sp honey""]"
"8819","Active Jellybush Honey (MGO 550+)","[""Egg Free"",""Sesame Free"",""Tree-nut Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Soy Free"",""Dairy Free"",""Wheat Free""]","[""pure australian leptospermum sp honey""]"
"8820","Active Jellybush Honey (MGO 550+)","[""Peanut Free"",""Sesame Free"",""Egg Free"",""Wheat Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Tree-nut Free""]","[""pure australian leptospermum sp honey""]"
"8859","Wallaby Oat Free Porridge Maple/Fig","[""Egg Free"",""Dairy Free"",""Peanut Free"",""Soy Free""]","[""sesame seed"",""almond"",""coconut"",""white chia seeds"",""buckwheat puffs"",""coconut milk"",""quinoa"",""golden flax seeds"",""fig"",""maple"",""apple"",""brown sugar""]"
"8863","Wallaby Oat Free Porridge Cranberry/Vanilla","[""Dairy Free"",""Egg Free"",""Soy Free"",""Peanut Free""]","[""almond"",""sesame seed"",""coconut"",""white chia seeds"",""coconut milk"",""brown sugar"",""golden flax seeds"",""cranberries"",""vanilla"",""buckwheat puffs"",""currants"",""quinoa"",""apple""]"
"8864","Good Morning Quinoa Puffs","[""Tree-nut Free"",""Egg Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Peanut Free"",""Soy Free"",""Dairy Free""]","[""organic quinoa""]"
"8865","Good Morning Multi Puffs","[""Peanut Free"",""Dairy Free"",""Egg Free"",""Tree-nut Free"",""Sesame Free"",""Soy Free""]","[""organic hulled buckwheat"",""organic brown rice"",""organic sorghum""]"
"8866","Good Morning Millet Puffs","[""Soy Free"",""Wheat Free"",""Peanut Free"",""Tree-nut Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Egg Free"",""Sesame Free""]","[""organic hulled millet""]"
"8867","Good Morning Buckwheat Puffs","[""Tree-nut Free"",""Dairy Free"",""Soy Free"",""Peanut Free"",""Egg Free"",""Sesame Free""]","[""organic hulled buckwheat""]"
"8880","Bulk Deal: Cobs Popcorn Organic Sea Salt","[""Dairy Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Sesame Free"",""Tree-nut Free"",""Wheat Free"",""Soy Free""]","[""organic sunflower oil  high oleic"",""organic popcorn"",""organic sea salt""]"
"8924","Kialla Organic Wholegrain Spelt Flour 5kg Bulk","[""Peanut Free"",""Egg Free"",""Sesame Free"",""Tree-nut Free"",""Soy Free"",""Dairy Free""]","[""organic spelt grain""]"
"8925","Kialla Organic Wholegrain Rye Flour Bulk","[""Peanut Free"",""Wheat Free"",""Tree-nut Free"",""Egg Free"",""Soy Free"",""Sesame Free"",""Dairy Free""]","[""organic rye grain""]"
"8929","Kialla Organic Rolled Oats","[""Tree-nut Free"",""Soy Free"",""Dairy Free"",""Sesame Free"",""Egg Free"",""Peanut Free"",""Wheat Free""]","[""organic stabilised oats""]"
"8961","Purebread Inca Gold Crunchies","[""Soy Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Tree-nut Free"",""Wheat Free"",""Sesame Free"",""Egg Free"",""Peanut Free""]","[""organic quinoa"",""organic honey"",""cornflakes"",""organic amaranth and organic flaxseeds""]"
"8962","Lowan Cocoa Bombs","[""Soy Free"",""Dairy Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Sesame Free"",""Egg Free"",""Tree-nut Free""]","[""sugar"",""humectant422"",""glucose syrupfrom maize"",""coco"",""salt"",""rice flour"",""emulsifier 471 colour caramel150d chocolate flavour spices""]"
"9039","Vego Hazelnut Chocolate Spread","[""Gluten Free Coeliac/Celiac"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Wheat Free""]","[""emulsifier lecithins sunflower"",""ground extracted vanillanbsp organic certified"",""raw cane sugar"",""shea butter"",""fat reduced cocoa powdernbsp"",""sunflower oil"",""hazelnutsnbsp""]"
"9105","Well & Truly Gluten Free Crunchy Crumble","[""Soy Free"",""Peanut Free"",""Egg Free"",""Dairy Free""]","[""sesame seed"",""pumpkin seed"",""cashew"",""almond"",""sunflower seed"",""macadamia nuts"",""rice bran oil"",""coconut cream"",""vanilla essence"",""honey"",""maple syrup""]"
"9129","Orgran Multi Grain O's - Quinoa Cereal","[""Sesame Free"",""Wheat Free"",""Dairy Free"",""Soy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Tree-nut Free"",""Peanut Free""]","[""quinoa flour"",""natural vanilla"",""turmeric"",""iodised salt"",""yellow pea flour"",""monoglycerides from vegetable"",""brown rice syrup"",""calcium carbonate"",""psyllium"",""brown rice flour"",""pear juice concentrate"",""dextrose from maize""]"
"9130","Orgran Sugarfree Acai & Coconut Cereal","[""Sesame Free"",""Peanut Free"",""Wheat Free"",""Egg Free"",""Dairy Free"",""Soy Free"",""Gluten Free Coeliac/Celiac""]","[""pea protein isolate"",""natural colour"",""potato fibre"",""rice flour"",""salt"",""coconut powder"",""xylitol"",""natural acai berry flavour"",""chickpea fibre"",""vegetable monoglyceride""]"
"9131","Hubbards - TGGF Berry Muesli","[""Soy Free"",""Tree-nut Free"",""Peanut Free"",""Dairy Free"",""Sesame Free"",""Egg Free""]","[""golden syrup"",""blackcurrant juice concentrate"",""cereals rice"",""thiamin"",""mineral iron"",""sugar"",""dietary fibre  inulin"",""corn flour"",""folic acid"",""honey"",""riboflavin"",""salt"",""vitamins niacin"",""cranberries"",""buckwheat"",""emulsifier 471"",""corn"",""rice flour"",""freeze dried raspberry pieces"",""vegetable oil"",""puffed buckwheat"",""berries  currants"",""natural flavour"",""emulsifier apple juice concentrate""]"
"9132","Hubbards - TGGF Vanilla and Almond Muesli","[""Dairy Free"",""Sesame Free"",""Peanut Free"",""Egg Free"",""Soy Free""]","[""salt"",""natural flavour vanilla"",""nuts  strongalmondsstrong"",""rice"",""coconut contains strongsulphitesstrong"",""puffed buckwheat"",""corn flour"",""sugar"",""seeds sunflower"",""dietary fibre inulin"",""apple juice concentrate"",""thiamin"",""riboflavin"",""honey"",""rice flour"",""mineral ironcontains  wholegrains"",""vegetable oil"",""vitamins niacin"",""golden syrup"",""corn"",""caramelised sugar syrup"",""strongcashewsstrong"",""linseed"",""cereal buckwheat"",""pumpkin"",""folic acid""]"
"9133","Sanitarium Gluten Free Weet-Bix","[""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Tree-nut Free"",""Dairy Free"",""Sesame Free"",""Egg Free"",""Wheat Free"",""Soy Free""]","[""thiamin"",""salt"",""niacin"",""golden syrup"",""folate"",""vitamins e"",""wholegrain sorghum 9600"",""riboflavin""]"
"9134","Hubbards Thank Goodness Gluten Free Original","[""Soy Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Wheat Free"",""Dairy Free"",""Egg Free"",""Sesame Free""]","[""almond"",""sweetened pineapple contains sulphites"",""sugar"",""golden syrup"",""rice"",""sweetened papaya contains sulphites"",""pumpkin"",""seeds sunflower"",""linseed"",""salt"",""dried fruit  sultanas"",""apricot flavoured fruit flakes"",""apple contains sulphites""]"
"9135","Kellogg's Special KÂ® Gluten Free Almond and Cranberry","[""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Peanut Free"",""Egg Free"",""Dairy Free""]","[""almond"",""minerals iron"",""niacin"",""zinc oxide"",""humectant glycerol"",""emulsifier 471"",""thiamin"",""food acid citric acid"",""folate"",""vitamins vitamin e"",""riboflavin"",""salt"",""vitamin b6"",""sunflower oil"",""sugar"",""sweetened cranberriescranberries"",""brown rice""]"
"9136","Kelloggâ€™sÂ® Corn Flakes Gluten Free","[""Tree-nut Free"",""Wheat Free"",""Sesame Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Dairy Free"",""Peanut Free""]","[""folate"",""riboflavin"",""corn"",""niacin"",""sugar"",""minerals iron"",""salt"",""thiamin"",""vitamins vitamin e"",""zinc oxide"",""vitamin b6""]"
"9137","Hubbards Granola Raspberry & Maple","[""Peanut Free"",""Dairy Free"",""Egg Free"",""Sesame Free"",""Soy Free""]","[""pumpkin seed"",""cashew"",""sunflower seed"",""sunflower oil"",""brown sugar"",""puffed amaranth"",""rice pops rice flour"",""coconut contains sulphites"",""maltodextrin"",""vegetable oil"",""freeze dried raspberries"",""natural flavour"",""brown rice flour"",""natural maple flavour"",""salt"",""dried sweetened cranberries cranberries"",""sugar"",""buckwheat""]"
"9138","Hubbards Thank Goodness Gluten free Cornflakes","[""Sesame Free"",""Wheat Free"",""Peanut Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Soy Free"",""Tree-nut Free""]","[""salt"",""vitamins niacin"",""riboflavin"",""apple juice concentrate"",""thiamin"",""minerals iron"",""corn"",""folic acid""]"
"9167","Forty Thieves Hazel Nut Crunch w Organic Cocoa","[""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Peanut Free"",""Egg Free""]","[""hazelnut"",""cocoa mass"",""cocoa butter"",""coconut sugar"",""himalayan salt"",""dark chocolate""]"
"9206","Forty Thieves Peanut Butter Crunchy","[""Sesame Free"",""Wheat Free"",""Soy Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free""]","[""hioleic peanuts""]"
"9220","Ceres Organic AbC Spread","[""Peanut Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Dairy Free"",""Wheat Free""]","[""cashew"",""chia seed"",""brazil nuts"",""ground peppercorns greenblackpink""]"
"9221","Well & Truly Macadamia Gold Artisan Spread","[""Wheat Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Peanut Free"",""Soy Free""]","[""sunflower seed"",""pumpkin seed"",""almond"",""sesame seed"",""vanilla extract"",""cashew kernels"",""coconut cream"",""macadamia nuts""]"
"9224","Chantal Organic Whole Peanut Butter Smooth","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Dairy Free"",""Wheat Free"",""Soy Free""]","[""peanut"",""sea salt""]"
"9254","Brookfarm Cranberry & Macadamia Toasted Muesli","[""Egg Free"",""Soy Free"",""Dairy Free"",""Peanut Free"",""Sesame Free""]","[""spice"",""pumpkin seed"",""sultana"",""sunflower seed"",""prune juice"",""oat bran"",""currants"",""rolled oats"",""rice bran"",""barley bran"",""honey"",""macadamia nut oil"",""barley flakes"",""wheat germ"",""cranberries"",""macadamia nuts""]"
"9293","Natures Path Corn Flakes Fruit Sweetened","[""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Dairy Free"",""Egg Free"",""Wheat Free"",""Peanut Free"",""Tree-nut Free""]","[""corn meal"",""salt"",""pear juice concentrate""]"
"9294","Good Morning Organic Amaranth Puffs","[""Dairy Free"",""Sesame Free"",""Peanut Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Soy Free"",""Tree-nut Free""]","[""amaranth""]"
"9295","Eco Pac Heritage Flakes","[""Dairy Free"",""Sesame Free"",""Peanut Free"",""Tree-nut Free"",""Egg Free"",""Soy Free""]","[""barley malt"",""whole wheat meal"",""wheat flour"",""oat flour"",""oat flourmillet"",""wheat bran"",""barley flour"",""spelt flour nz"",""honey"",""sugar"",""kamut"",""salt"",""quinoa white""]"
"9296","Brookfarm Nutty Granola Maple Vanilla","[""Sesame Free"",""Peanut Free"",""Soy Free"",""Egg Free"",""Dairy Free""]","[""almond"",""pumpkin kernels"",""nuts"",""tapiocatapio"",""puffed rice"",""honey"",""macadamia nut oil"",""maple syrup"",""coconut cream"",""rolled oats"",""sunflower kernels"",""organic milled golden flaxseed"",""oat bran"",""natural vanilla extract""]"
"9297","Brookfarm Gluten Free Porrij","[""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Sesame Free"",""Dairy Free"",""Egg Free"",""Wheat Free""]","[""chia seed"",""almond"",""organic millet"",""organic quinoa"",""amaranth"",""brown rice"",""macadamia nuts"",""golden flaxseed""]"
"9310","Kellogg's Special KÂ® Gluten Free","[""Wheat Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Peanut Free"",""Egg Free""]","[""folate"",""zinc oxide"",""vitamin b6"",""emuslifier 471"",""minerals iron"",""salt"",""sugar"",""riboflavin"",""vitamins vitamin e"",""thiamin"",""niacin"",""whole grain brown rice""]"
